,0,1,2,3,4,5,y
23,-0.5694243,-0.24404582,-2.1473799,3.4672651,-0.32681915,-1.3056272,4
24,-1.392668,-0.7323251,3.2215073,-2.6902378,-0.3319528,1.6682336,2
25,-1.6291246,2.420669,1.5637126,-0.6392591,-0.98989993,0.08443633,2
26,-1.197827,-1.5461907,-1.261464,-1.3911393,1.3403897,3.5607016,5
27,-3.908812,1.3161459,1.524509,0.20442215,-2.4842424,2.829579,2
28,-1.6416352,0.26445043,-0.39057136,-0.7189081,0.52278894,1.0385634,4
29,-2.114012,-2.9595528,4.0001345,-3.6732674,1.1396822,2.2851775,5
30,-0.4416002,1.8972222,-0.78856534,-0.5314276,-1.0069213,0.3115306,5
31,-1.9716657,-0.56155306,0.14817719,-0.8394793,-0.3951302,2.1910098,2
32,-3.922228,-0.2670224,5.189511,-0.59073025,-1.9702852,1.9129847,5
33,0.5922348,-0.88975054,-1.5528364,0.020595148,0.93424714,-0.04259869,5
34,-1.8299057,-1.5950848,1.6333021,-1.3820873,0.58557135,-0.49722806,2
35,-1.2000453,0.3105393,-1.0345306,-0.10497783,-0.7658825,0.5220412,2
36,-1.78406,-2.0571542,3.564912,-1.0210177,1.7958177,-0.5234274,2
37,-1.2455242,-0.7773401,4.9033036,-1.386496,0.6253945,0.11735554,2
38,-1.594157,-3.3848224,5.145751,-1.5077435,0.25922626,1.1118381,2
39,-2.0083985,0.45401594,2.5653741,0.4983183,-0.38373187,-0.25640348,2
40,-2.2244248,1.4423645,1.6696521,-0.7525573,-0.14929077,-0.78677857,2
41,-2.847358,-1.5035555,4.4368205,0.3355414,-0.087928236,-1.1457106,2
42,-0.42200232,0.8970974,-2.4414597,2.1804929,0.1137538,-0.13090369,3
43,0.08277632,-1.2877349,-1.2517055,-1.5150229,-0.14347887,1.2265496,0
44,-2.5893033,-0.5705409,1.0155677,-0.13116835,-2.6524324,3.9876678,2
45,-1.0204167,-0.40636367,-3.1699657,2.471789,0.3745226,1.2368184,5
46,-1.2007723,-0.73275024,2.8397775,-1.5031965,-0.22799909,0.7665156,5
47,-0.59579194,-2.8023822,1.3378394,-0.1391182,1.6253842,0.005442278,4
48,-3.7715228,0.04195141,1.6382964,-1.6234429,-1.3066779,4.5769954,1
49,2.2956998,-1.9642825,-0.9160308,-3.8074276,2.2228274,1.7921358,4
50,-1.821975,0.4634924,-0.53598756,1.8001604,0.6346502,0.6629864,4
51,-0.26667875,0.6707241,0.35311717,0.78191173,-0.6039829,-1.4773651,2
52,-1.6017277,0.18252048,1.8651283,0.021202572,0.18634072,0.3502342,2
53,-3.0800097,-0.7018308,3.0026703,-2.7188036,0.6668612,1.8503572,5
54,-0.62227654,-1.0778786,4.2325716,-4.320087,1.5291545,0.8794015,5
55,-2.0322106,-0.4764952,-0.8357161,1.2037592,2.2394383,0.59113324,4
56,-1.4543645,-1.9482373,4.2042856,-2.1488035,-0.31233382,2.1662812,2
57,1.1504165,4.3062735,-1.2045931,-0.94159186,-1.0323079,-1.9131967,1
58,-2.5759172,-0.97665864,3.7184594,-0.64086795,-0.6998128,0.4019328,2
59,-0.78395367,0.66265124,-1.5727451,-1.2602199,0.016431838,0.97800297,5
60,-2.0814452,0.97910476,0.78050333,-1.1445946,-0.016899643,0.88104445,5
61,-3.1847203,-0.0009060644,4.4578495,-2.4618816,-1.8667002,4.070312,5
62,-0.2514533,-0.8859164,-2.5526567,-0.35043627,0.4213109,1.8366008,0
63,0.99987733,-1.3439816,-1.1369582,-0.6635472,0.30105782,-1.0493183,0
64,3.9073622,-0.40391427,-1.4763122,-0.91654086,0.9837134,-1.6945652,0
65,-1.4935217,-1.0551034,-1.6756411,-0.4057705,0.7786955,0.5582507,4
66,-1.0638034,0.15999869,-2.304938,2.5072126,1.9493116,-3.3937776,4
67,-0.84600776,0.39993554,0.34695977,0.37295502,0.4848274,-0.15391241,5
68,1.560264,-0.42240635,-3.0335574,1.3402332,-0.6254033,-1.4519408,4
69,-1.100539,1.2572306,-1.9090074,1.5579116,0.9929699,-1.8843739,4
70,0.41923118,-1.8081759,-2.31461,0.5206913,1.3634928,0.59059227,4
71,1.6417611,-0.42917508,-3.0806744,0.23820579,1.7660336,-1.22758,0
72,3.4226675,-1.7175857,-3.2477632,-0.2120629,0.4470477,-0.049093377,0
73,-2.359327,-1.1032695,2.7825544,-0.5859237,-0.90680474,1.954451,2
74,1.6573635,-0.58074063,-0.22666256,-2.74025,2.2848349,-0.25402424,5
75,0.25336993,0.52516806,3.80812,-2.2939212,0.5635477,-0.54143864,2
76,-2.8421044,-1.5624472,1.8547649,-4.2380304,-0.49874958,5.960939,5
77,-3.4238827,0.8707359,1.8513367,-1.3084033,-0.47724682,4.0775776,5
78,-1.376117,1.5432597,-0.61588055,-0.76446116,0.33002645,1.7999367,5
79,-0.7248062,2.561146,-2.1363227,-1.8457673,1.6405526,-1.6664346,1
80,0.4500511,-0.33914363,-1.0565264,-1.6273048,0.46696058,-0.63756245,4
81,-1.5835899,-0.4969359,1.2045329,-0.98586506,1.0350659,-0.05301087,4
82,-3.4037743,-2.7373753,2.0738769,-0.39742503,-0.15505067,3.6023815,5
83,-1.6681371,-1.1210836,-2.0013092,-1.1936501,-0.3425876,3.9112275,5
84,-2.1667597,-0.599342,5.0703635,-1.1432184,-1.650451,-0.3559638,2
85,0.38913345,-0.72968566,-2.5682397,-1.7980765,-0.5736113,2.1119711,5
86,-1.3328636,-2.549955,-0.31874406,1.3934447,0.41666073,0.608285,4
87,0.8439585,0.8437491,-2.7970896,-0.45847434,0.7338946,-0.110405445,0
88,1.4033165,-1.4979728,-2.441126,-0.99262327,1.3332114,0.554407,0
89,-1.4675982,-3.4736617,2.6780381,-0.22392593,0.22972283,1.8389845,2
90,3.6523585,-2.0359137,-2.3052225,-1.2310928,3.2928402,-1.8389608,2
91,0.65481764,-0.3480454,-3.3844023,0.17913614,0.7084817,-1.4672656,2
92,-1.2581582,-2.7647548,1.0006131,1.7618535,0.63945794,-0.22531264,4
93,-0.73270905,0.525672,1.1995187,-2.6939647,0.25282568,0.026971199,5
94,-0.08690183,2.772465,-1.625086,-0.14477631,1.1633952,-2.8859756,1
95,-1.3467801,-0.75920576,3.2187886,-3.7714624,0.6440337,2.3975153,2
96,-0.7097461,-1.8979055,1.274884,-0.19389635,2.8215518,-0.47903952,4
97,1.5494831,-2.9170985,1.1137146,-3.6719666,5.0860863,-2.6438274,4
98,0.38822827,-0.94587487,-1.2437179,-0.9749894,1.0732461,-0.7550341,4
99,-0.18264008,-1.5449638,-0.3572998,-1.438816,2.6580732,1.7023951,4
100,-4.2936983,-0.06780351,0.890562,0.8451481,-0.23589075,3.0795262,5
101,-2.6211839,-1.1298286,-0.1858315,0.5647114,-0.39240745,1.9782878,1
102,-0.69675326,0.64401585,-2.7723167,1.7601347,-0.055100713,1.0118966,5
103,-2.604038,-1.2839237,1.1287313,-0.38724554,-0.3672337,3.5624752,5
104,1.5959791,-1.7341474,0.5009088,-3.6507697,0.7409996,1.4316823,5
105,-2.1295853,-1.3795413,-0.68879324,3.994663,-0.24904162,0.083717525,3
106,-0.67463744,-0.2786693,-1.4414313,3.0877848,0.48637146,-1.6573488,3
107,-3.2969449,-0.6207836,1.1159842,-0.882054,-0.7179195,4.7696853,5
108,0.35276103,-3.8151405,1.0185423,-1.6088479,1.5788318,2.0010026,4
109,-0.52785337,-1.6958263,4.7642746,-1.8034571,-0.18511143,-0.85851943,4
110,0.1950296,1.9130373,-1.0810688,0.654604,1.0279963,-1.4848813,0
111,-3.082651,-1.0932252,4.5374227,-1.8231311,-0.22621772,1.932532,2
112,-1.4303854,-0.8296576,-0.35485226,2.2927144,-0.59262097,0.1351992,4
113,-0.20182683,-2.030315,-2.183957,0.03290915,3.559536,-1.257043,4
114,-0.6285831,-0.14382921,-3.512869,2.409089,1.1855384,-0.28179297,4
115,-1.4163138,-0.07172934,-1.9376013,1.310369,1.779324,-0.45347005,4
116,-1.0283388,0.18676007,-1.7167411,-0.797284,0.7771288,-0.4711725,4
117,1.1865492,-1.9236902,-2.1032403,-0.7591933,2.6977339,1.2709265,4
118,1.1404282,-0.8236133,-0.15174237,-3.9444582,3.875252,-1.4895478,4
119,-0.71044195,0.3659981,-3.9536967,0.29176527,3.7976646,-0.8733929,4
120,-0.7553433,1.2380656,-2.5456822,-0.59729975,0.7807495,0.5539751,4
121,-0.8530867,-2.078819,-1.4075077,-0.45035517,0.40879405,2.3441305,5
122,-1.240692,0.3747726,-3.402699,0.12711532,0.7207524,1.0792986,5
123,-3.6674583,0.34359556,-0.811348,1.1181948,-1.3974113,1.8635782,5
124,-3.6674583,0.34359556,-0.811348,1.1181948,-1.3974113,1.8635782,5
125,-2.1033876,0.44561088,0.13333982,0.91023743,-0.4862291,0.07605765,4
126,-1.983757,2.5927463,-2.044387,0.2933696,-0.5479066,-0.22970666,1
127,1.6590351,-1.3655478,-3.950137,-0.18392003,1.9383616,0.1723185,4
128,-2.4558284,-1.2093961,1.8363012,0.79675615,-1.1455048,0.8925759,3
129,-2.5440166,0.22193643,0.3466143,1.5997434,-0.011356585,-0.09053445,5
130,-2.2624304,-1.6400536,0.32053632,-0.08248693,-0.87783676,2.2896135,5
131,-2.2544944,0.7684975,0.7578354,0.990463,-1.129449,0.25070775,3
132,-4.16725,-1.4052699,1.5248734,1.7570951,-0.38782752,3.1059048,2
133,-3.5151005,-0.46829134,-2.3169618,2.027815,-0.23794752,0.69738877,3
134,-2.607392,1.7892665,0.14120841,1.0066663,-0.4184606,0.23038384,3
135,-2.507097,0.76986957,4.35321,-2.3385255,-0.6739989,1.2910638,2
136,-1.042766,-1.1014246,-0.42642605,0.18584104,2.604641,-1.3296447,4
137,2.8441472,1.311592,-1.5645642,0.054947656,0.50177574,-1.299207,0
138,-2.942487,-0.4274111,2.7172544,1.9845676,0.1276747,0.28186595,5
139,-3.3798225,0.38083854,3.478707,-0.42569295,-1.2464192,1.8098623,2
140,-1.7288573,-0.6026396,-0.4144808,-2.2325916,-0.8143198,3.550955,5
141,-0.28623328,0.36171088,2.827511,0.46391606,-0.5497743,-0.8671189,5
142,0.5101853,-1.6753764,-2.6951752,-1.7237924,3.4281948,-0.63460726,4
143,-2.2182608,-0.49702808,-1.3093911,-0.32994694,3.0723305,-1.311776,4
144,-0.8545042,-0.8579156,-2.5479598,2.5743802,1.3649819,-1.4025966,3
145,-2.157999,-0.42941588,0.42734325,0.2926669,-0.07062712,0.6162499,3
146,-0.21495323,-1.0524565,-2.2938118,-0.6036477,-0.1687935,2.138047,5
147,1.1007353,2.0359168,-4.075271,-0.47437012,2.0478613,-3.394321,4
148,-1.1674509,-1.362929,-1.7702647,-1.2608932,3.2929778,0.30499476,4
149,-0.28734067,-2.1670024,0.46469522,0.0789849,1.5680748,-0.1717771,4
150,-1.160615,-1.9746289,0.4333545,-1.5039006,3.2248466,0.13118462,4
151,0.60575956,-0.513367,-1.2211567,1.7357101,0.44123924,-2.1088295,4
152,-1.3093772,-2.431121,-0.49820888,-1.011346,1.2347243,1.9605498,4
153,-0.25665426,-0.8435484,-1.2300789,1.8364197,1.0661279,-1.1281542,4
154,1.8117577,-3.0660088,-1.4538344,-2.6339018,3.1998365,1.3991323,4
155,1.6324689,-0.29716808,-3.8995886,0.45590657,1.6007007,-1.4358934,4
156,1.6324689,-0.29716808,-3.8995886,0.45590657,1.6007007,-1.4358934,4
157,-0.6323575,-2.26446,0.52103007,-3.10406,2.2853878,1.4697422,4
158,-0.36665934,-1.618669,0.58607763,1.3032618,2.100313,-0.38779953,4
159,2.067437,-3.4732585,-3.086939,-3.6324475,4.257692,1.6999252,4
160,2.1496658,-1.8595014,-1.6616817,-2.2366216,2.8771136,0.23151276,4
161,-1.4556035,-2.398897,0.7266134,-0.89979017,2.9067376,1.1163843,4
162,-2.158637,-0.7659499,0.83284086,-1.2185086,-0.4841798,2.7671192,4
163,0.13774581,0.23622286,-1.0068899,-0.7266255,0.100864045,-0.18998164,4
164,-2.1402888,-1.1318636,-3.1329064,3.0447211,0.70717937,0.665632,4
165,-3.2309308,1.0046803,5.8777018,-1.7764063,-1.3480244,1.5313245,5
166,-4.3824034,0.20944564,6.9893203,-1.0554057,-2.4766579,3.1826575,2
167,-1.7412415,0.64600307,1.2362245,-1.0557846,1.0120745,-0.26111376,2
168,-2.2914164,-3.4127426,2.600474,-2.512568,1.4860934,2.8951283,2
169,-1.0361611,-2.1908133,-1.4125155,-0.49704686,2.4076188,-0.14182138,4
170,-1.9870927,-2.0375617,-1.4696622,-2.4421034,0.3649469,4.435039,4
171,-2.2789736,1.3742052,0.909232,-0.98717654,-3.104711,3.2867327,5
172,-2.6233072,0.17555508,3.6828773,-1.2876832,-1.2012728,1.8780371,5
173,-1.7642623,1.2293148,-1.2457962,-0.8107751,-2.0718107,2.6184223,5
174,-1.7719226,0.33053744,-1.2905844,0.45853716,1.6872362,-1.1543878,4
175,-1.8294361,-1.9624596,-0.05600997,2.5231793,-0.19248366,-0.0061164857,4
176,-0.051405538,-0.25893286,3.5595665,-1.7591425,-1.1157275,0.4500626,2
177,-1.0617524,-1.3720822,0.5004738,-0.7989798,-0.1683935,1.1542374,4
178,-2.322951,1.9601911,2.7162108,-2.1731832,-2.0490296,1.3371279,4
179,-2.6334615,-0.017491512,4.7686653,-0.7734865,-1.2572349,0.8714501,2
180,-3.390172,-1.3160816,-0.060713477,-0.17796381,-0.48167732,1.7164024,5
181,-0.8334986,-2.210737,-0.4981448,-1.3750703,2.8864899,1.4763551,5
182,-1.029531,-1.4723033,1.2949725,-1.1556689,0.8169256,0.35649604,2
183,-2.565149,0.6311632,0.1494444,1.6160687,0.2352409,-1.0976629,3
184,0.08983873,-0.8987029,0.30661732,-1.654929,-0.38873228,-0.9398873,2
185,-1.3761156,-0.46898583,-1.6995095,-0.8606583,-0.82351047,2.033234,5
186,-1.1941373,-1.0235546,5.153351,-2.615737,-1.9717016,2.0127454,2
187,-3.1604588,0.72539973,0.85649055,2.9995847,0.6923582,0.07779295,5
188,-1.3911256,0.6935852,-0.4757458,1.833567,0.6551935,-1.4606482,3
189,-2.1195989,-0.44531804,0.5997557,2.2316015,0.30510107,-0.2980679,3
190,-2.4656336,-1.6042296,0.20245872,2.5497851,0.8821258,-0.22291239,3
191,-1.077362,0.5403198,0.29318863,0.72604036,-1.0146903,-1.468287,3
192,0.56479704,-1.7142229,-1.5753865,0.6668902,1.2604,-0.74117804,3
193,1.4387035,-1.1208211,-3.4178925,4.427957,0.15252414,-2.4885738,3
194,0.3225643,0.66458845,-0.5089824,-1.0244501,1.1501689,-0.9883324,0
195,-0.8694626,-2.5167358,2.8866856,-1.8116944,0.5270441,1.4463586,2
196,-1.3937082,2.2295265,2.7309248,-2.5113857,-1.8351177,0.25217777,2
197,0.34622335,0.9013005,-0.6512778,-2.252961,0.50252825,0.51952845,2
198,0.015979644,-0.23369738,4.1062384,-2.13879,0.6722345,-1.4729528,2
199,-4.4681783,-0.9789899,7.316231,-2.3463905,0.8679461,0.98319584,5
200,-3.246981,0.9481699,2.9064672,-0.488045,-0.5159028,1.9513773,5
201,-2.993478,0.5761179,2.614553,-0.58670926,-0.6864566,2.5256455,5
202,-1.0941738,-1.1816754,0.5334593,-0.9851506,0.8992197,1.2767668,5
203,-3.7434735,-1.0360239,6.387207,-1.9422547,0.032828875,3.4907012,5
204,-2.9431226,1.0675331,2.2944767,-1.7799522,-0.2851342,1.7186425,4
205,-1.2058302,-0.4555443,-0.69389075,-0.8841207,1.1812481,-0.5854149,4
206,0.7213627,-2.2661579,1.406434,-2.9005463,1.9961025,-0.5162606,2
207,3.556438,2.245634,-8.131485,3.3884296,0.02273301,-2.24363,4
208,0.47877693,-1.628334,-2.54049,0.5865921,1.292268,0.81305385,0
209,0.12034343,-1.9609133,0.961507,-3.7218707,1.4230279,1.4331897,4
210,-0.63500077,1.9454292,-0.442865,-1.3761512,0.89986205,-0.58258855,1
211,-0.8949883,-1.7360376,0.20058869,1.5290982,0.034757946,0.018829962,1
212,-3.2314644,-0.009633995,-0.008670643,1.7703252,-1.1992443,4.313293,5
213,-4.507559,1.2267456,-0.31418008,1.1343647,-0.1516037,1.2916305,1
214,3.1801903,-3.8687449,-2.1135292,-1.5288173,5.7468133,-1.9841549,4
215,-0.2936766,0.85189277,-0.71292406,1.4586314,-0.8022837,-0.8788725,3
216,-2.6591332,0.1144953,2.102936,1.5511786,-0.9948607,1.3581339,1
217,-3.4225175,2.613217,2.8614087,0.010014128,-2.3600945,0.77974904,1
218,0.06049634,-2.385219,-2.858142,5.034117,1.1125993,-2.0157564,3
219,-3.2962275,-1.6274614,1.1698562,2.7688978,-0.6249444,2.2052202,3
220,-3.7010658,-0.38221425,0.81266326,2.579323,-0.40146762,0.923208,3
221,0.44022772,1.2329016,-2.3285265,1.0482111,0.10289545,-1.6243665,3
222,-1.4689013,0.866202,-3.063625,2.3834004,1.5321199,-1.6677655,3
223,-2.7019503,1.2623441,2.9666593,-1.3362945,0.009731479,1.656535,5
224,-2.6225984,2.0976264,-1.5076754,1.767787,-0.53383696,-0.12362492,1
225,1.5651709,-1.9736711,-0.030599155,-2.1705177,1.0174226,0.7275023,4
226,1.5272627,-0.28001297,-3.2466855,-0.34025642,1.5603323,-1.4127191,0
227,1.7426746,-2.418663,-2.8523474,-2.1802115,2.7553735,0.28220376,4
228,-0.7304852,1.9295962,-2.537105,1.2959617,0.003593348,-2.6758966,1
229,-0.632952,1.4326986,-0.8414518,-1.3299525,-0.50938106,1.4844369,1
230,-1.725272,-0.6509866,-1.3555288,1.3959687,-0.23939204,1.3530096,1
231,-0.3295554,0.5643523,-2.787935,1.4077824,0.2001988,-0.3125624,1
232,-1.3774307,1.9900123,-2.1481476,0.7762867,0.75387454,0.41589493,3
233,-1.246365,2.283373,-2.5117505,0.0316566,0.15730965,-1.1775829,3
234,-0.40155402,0.4475561,-1.7609414,3.3459306,-0.04413794,-1.2216281,1
235,-0.40155402,0.4475561,-1.7609414,3.3459306,-0.04413794,-1.2216281,1
236,-0.4696024,0.018478863,-2.26018,2.050493,-0.40390024,-0.6403979,3
237,-1.1549608,-1.2339122,-4.1999717,5.048972,-0.49265105,-0.72667766,3
238,-1.6798887,0.056215227,-0.8345238,-0.29555005,-0.6327149,2.974281,3
239,0.456707,1.084858,-4.859699,3.547216,-0.18173519,-1.8541437,3
240,-3.1013858,-0.52618617,-1.1717858,3.1235588,0.88603675,0.401664,3
241,-1.099329,0.7562126,-2.7516794,1.2857573,0.51469046,0.8584292,3
242,0.0032047443,1.3841163,-4.8609977,1.1879424,0.9232435,-0.15010276,5
243,-1.0777551,-0.5726371,-2.927869,1.4233129,-0.2987692,2.1641421,5
244,-0.22533606,0.18078142,-3.3854444,1.1632141,1.6629772,-0.48659882,1
245,-0.78289807,-2.101806,0.31840855,-0.8180145,-0.28916818,4.426784,5
246,-2.72635,-2.4046576,1.9012203,-4.0310993,0.26559326,6.8683558,5
247,1.6297227,-0.63344526,-4.1120343,-0.8604623,2.8405173,-1.2086802,0
248,2.3523648,1.4150249,-4.9002905,0.2194967,1.9614606,-2.1876242,4
249,0.92078465,-3.027278,-1.8751177,-3.3359785,3.6589458,-0.49860558,4
250,1.7883079,-1.0797011,-1.843681,-0.8655422,2.479519,-2.933208,4
251,1.6043265,-1.9918481,-4.158329,1.1540769,0.60742736,0.39919546,0
252,0.37383837,-2.938808,-1.3936054,-2.8087804,1.5863117,3.3835318,5
253,-1.7540383,0.1090504,0.19805424,-0.38725382,-2.0724065,2.5122616,5
254,-1.5835419,-0.19438392,-0.54506296,0.9942746,1.1258427,0.8233286,5
255,-2.0480022,-0.47613335,-2.4644256,0.09260765,-2.406762,3.335665,5
256,-3.1936529,0.72436357,0.54817003,-0.62873906,-2.274826,3.1791582,5
257,-2.7498064,0.61473936,2.763913,-0.86679274,-0.76728284,1.0089979,5
258,-2.2154543,-0.8566442,0.55837196,0.1389324,-0.5431383,1.3405157,2
259,-2.3492763,0.93748313,2.8882468,-3.21234,-0.26499695,0.31448993,2
260,-0.4082395,-1.9062703,1.0298456,-1.4156442,-0.26326516,1.6479276,2
261,-1.7748187,0.7411925,4.933414,-2.7368453,-0.36797658,1.4713415,2
262,-2.5705438,0.8705573,4.186679,-1.2962695,-1.4713799,1.210913,2
263,-0.9551312,-0.83685523,0.4770246,-2.6251757,0.72087055,3.882114,2
264,0.25501907,1.893014,-0.6529709,-1.7323961,-1.1352026,0.34627873,1
265,-1.5887449,1.0656501,0.61204845,-1.9126192,-0.38622198,1.2265316,5
266,-0.28673577,1.2155261,-1.0464723,-0.14118157,-2.4887712,-0.29110056,1
267,1.6334863,1.6053897,-2.2182503,-1.1796308,1.2660068,-1.5947889,1
268,2.0704136,0.78239137,-2.1914155,-1.0851096,0.6636475,-1.4752092,1
269,-2.653906,-0.06069932,-0.7035431,1.2140653,-0.14779633,1.5592746,1
270,-1.7095969,1.7427334,0.5429148,-0.42689633,-0.29079664,-0.8485755,1
271,-2.023615,-0.3126377,0.33788103,0.40731987,-0.73870057,-0.33993608,1
272,-4.7099566,3.2609477,2.2123446,-0.3280617,0.15116304,-0.8185451,1
273,-2.5009818,-0.32884416,2.8170035,-0.6684997,-0.40572798,1.1901821,5
274,-3.109061,-0.18848117,-0.5472375,-0.1013373,0.8177918,1.0129981,5
275,-1.231684,-0.5472047,-0.5467033,-1.6653786,0.18096161,2.752477,5
276,-0.3976887,-0.6466797,3.8291926,-2.9908493,0.23911065,-0.02685094,2
277,-2.7982953,0.27928975,2.0444605,-1.5208278,-1.2714983,2.6543643,5
278,-1.724829,-1.0304914,1.2982695,-1.1504267,-1.250692,1.5024354,5
279,-3.5785482,0.40857068,3.219918,-2.4594874,-1.5733322,3.8864148,5
280,-0.9483125,-1.3421639,-1.9271363,-0.3633693,0.26168403,1.4842085,5
281,-3.109061,-0.18848117,-0.5472375,-0.1013373,0.8177918,1.0129981,5
282,-0.5593128,-0.14731777,1.4662594,-1.5945096,-0.51937217,0.8289495,2
283,-3.7477703,-1.9715363,1.7477357,-2.72909,-0.9736949,6.529438,5
284,-2.503792,1.4850701,-0.02492766,0.30421388,-0.55457026,0.11884632,5
285,-3.8033402,1.978269,5.59719,-1.9647778,-2.9393494,1.3460001,2
286,-0.76284724,-1.4995354,-0.45495886,-4.0490294,3.3638785,2.0236444,5
287,-1.5618507,0.19188236,-0.9014959,-1.4942086,-0.85298616,3.681556,5
288,-2.2056427,-0.8916692,-1.1690462,2.8957474,-0.9469611,0.49510902,5
289,-3.1565063,-0.8889983,0.38785988,0.62132883,0.7619735,0.7293206,5
290,0.63240707,0.90161127,-0.72991544,-2.0949178,-0.25486195,1.1854184,2
291,-3.5189896,1.1648353,0.80444956,1.8262873,-1.6125079,1.5104309,3
292,-2.150187,-0.29671574,-0.25712964,2.314145,0.20332977,-0.06620382,3
293,-0.19290622,-1.1569422,-0.6293188,3.0672326,0.9791657,-2.3361902,3
294,-1.4981587,-1.3469614,0.7469041,0.28261882,-1.0349247,0.40022925,3
295,0.07539715,0.098767914,-3.21973,1.0138206,-0.017299969,-1.2509527,3
296,-1.450779,1.1363589,-1.835252,2.0270963,1.670743,-2.5382133,4
297,1.8440382,-0.34885806,-2.5350046,0.5946517,1.4777352,-1.824586,0
298,-2.7405164,-1.7457255,0.9227854,-0.17120695,-0.6397611,3.839272,5
299,-0.526578,-0.8311165,0.15686779,0.9649778,0.27923104,-0.36213946,4
300,-0.6290643,-0.50266904,-1.2285104,-1.4268931,0.57276636,1.9586512,5
301,-2.773153,-0.3435501,4.4433665,-2.0049558,-0.9927965,1.4867035,2
302,-1.8540391,-3.144645,0.006553486,1.3245106,0.4494037,1.9616666,4
303,-1.2305405,-0.9973189,-1.3337187,2.0776582,0.1608204,0.99364674,5
304,-1.6034331,-0.43596548,2.0456882,-1.3195093,-0.7276095,1.0789521,5
305,-2.413501,-0.82565016,-0.75171024,1.0248286,-0.6450934,1.3050482,2
306,-4.072927,-0.63249636,4.5509853,-3.3080838,0.1767388,2.570971,2
307,-1.9218504,1.6883166,-2.7890072,0.8659923,0.27297717,0.8811948,1
308,-1.9423788,-0.030326374,0.88527465,1.2208012,-0.23887569,1.2360704,5
309,-5.027336,-0.8408426,1.0293037,-2.9576697,0.5941781,6.891799,5
310,-1.7690432,-3.4048815,-2.4035425,1.4338925,1.9842632,2.308573,5
311,-1.0607488,-0.8914468,0.24287616,-0.30390403,2.2180586,-0.7967855,4
312,-0.72680426,0.5837012,-1.0998104,0.3939286,0.5065761,-0.09224571,4
313,-2.0188158,-2.9629593,1.0011299,-2.1588843,0.13801748,5.792764,5
314,-2.6865215,1.4804369,1.546751,0.77188337,-1.4946969,0.681237,5
315,-0.5398236,-0.99950856,-0.32623136,1.5484442,0.61155415,-0.7545312,3
316,-4.0427294,0.23956981,4.2387686,-0.68182355,-0.6224213,1.6231018,4
317,-1.4003334,-1.3562385,-0.4064781,0.51277685,1.2263528,0.38405105,4
318,-0.93421626,0.5152388,1.3016536,0.13202631,0.22510779,0.618806,4
319,-2.6048741,-0.0031048574,-0.48163253,-0.5001253,-0.46974182,2.6426392,4
320,-0.3773232,-0.33697575,-1.3279383,-0.7731454,0.8450353,-0.85542595,4
321,-1.0940677,0.8280098,-0.90415883,-2.1426976,1.3214301,0.3950685,4
322,-4.4766054,-0.8057106,0.9939515,-2.4442027,-0.26557118,4.5171666,2
323,-0.7294038,-2.3973377,-0.965375,-1.5345052,1.3605803,0.98855543,5
324,2.5945404,-0.8475976,1.2997628,-1.5562208,-0.822355,-0.69649386,0
325,1.4915733,1.1402922,-1.6796714,-1.5680699,1.6562825,-1.7232054,4
326,-3.0047832,1.7837929,1.8533653,-0.0017066151,-1.828097,-0.21903394,1
